tenant,id,type,ownerId,name,slug,description,settings,templateFileId,editingId,folderId,shared,createdAt,updatedAt
manager,a308ef9f-7d13-4ca2-b32d-e1b8f8a27a6a,nunjucks,admin,Fax Back Report,fax-back-report,,{},9d4867ba-32c3-4c20-a5c0-62d1774a555f,,,f,2019-12-12 16:13:13.28+00,2020-03-11 19:38:39.787+00
